neighborhood_code,exposure_month,landsat,modis,era5,landsat-7, persiann
7,1/2/2022 00:00,43.73848838,37.10215952,27.36494816,32.82603123,0.010784726
7,1/3/2022 00:00,45.83259619,40.50033232,27.99756502,38.33746702,0.029030825
8,1/11/2018 00:00,42.50362735,37.26469407,28.50041798,43.03288077,0.38396668
8,1/12/2018 00:00,39.58613249,37.01652465,26.2515868,40.96376361,0.023461605
8,1/1/2019 00:00,36.81080385,37.00917964,25.11274989,32.66411521,0.011235194
8,1/2/2019 00:00,40.92417994,37.57398519,26.86245426,38.23025079,0.085274654
8,1/3/2019 00:00,48.52497306,41.62973819,27.18892184,46.95013184,0.101431383
8,1/4/2019 00:00,49.62746115,45.45079118,30.2663997,50.59691821,0.10279193
8,1/5/2019 00:00,52.18075799,45.33175785,29.05786989,50.09746066,0.010012523
8,1/6/2019 00:00,43.03402259,42.54333504,29.05201825,48.7463794,3.022112859
8,1/7/2019 00:00,49.89863001,41.55220471,28.53675129,43.37840665,10.17165575
8,1/8/2019 00:00,27.78860781,35.7678258,26.88058756,34.11620574,24.82108841
8,1/9/2019 00:00,36.34335165,28.97611847,27.17029722,NaN,19.6265328
8,1/10/2019 00:00,39.49814516,31.22637948,27.8135227,2.048341101,6.399117867
8,1/11/2019 00:00,44.05002547,38.66172171,29.05533831,44.85435649,0.355070069
8,1/12/2019 00:00,40.92854111,37.8953901,26.60565711,31.06182671,0.049692396
8,1/1/2020 00:00,44.08809722,33.13663854,25.92501738,-8.302277424,0.011751719
8,1/2/2020 00:00,46.72057118,39.6929311,29.31814842,41.36409324,0.032507559
8,1/3/2020 00:00,52.34629625,43.73329048,29.70816287,44.51446688,0.030062828
8,1/4/2020 00:00,51.34451408,44.96852762,31.35367781,48.98183355,0.046225997
8,1/5/2020 00:00,52.07043672,42.79187489,29.88602586,46.47608109,0.182550536
8,1/6/2020 00:00,NaN,34.64124043,30.27900238,3.579983124,4.79219426
8,1/7/2020 00:00,19.53265515,NaN,27.36341104,26.37141831,18.26250493
8,1/8/2020 00:00,39.20175925,28.84014792,26.69346781,32.42740839,13.11179202
8,1/9/2020 00:00,34.04839772,28.03432362,26.57265572,NaN,32.95606322
8,1/10/2020 00:00,24.21183655,34.57976519,27.97561068,38.35924969,4.810707764
8,1/11/2020 00:00,42.07397284,39.14961689,27.35596769,43.3230059,0.211262009
8,1/12/2020 00:00,42.0514616,38.21972991,26.65609683,39.2310681,0.009882963
8,1/1/2021 00:00,42.32151523,37.89878527,26.47441664,36.38638309,0.00750339
8,1/2/2021 00:00,40.95690219,38.17658052,27.38820117,32.90168396,0.023898864
8,1/3/2021 00:00,55.6284918,41.3215188,28.11273459,37.74740348,0.014237068
8,1/4/2021 00:00,39.33195115,46.60767979,29.51916334,45.0472601,0.006429023
8,1/5/2021 00:00,47.50039541,40.46388074,29.36007263,NaN,0.058544012
8,1/6/2021 00:00,49.3530066,38.15335473,30.1190861,41.77696666,5.251946071
8,1/7/2021 00:00,36.97649401,33.79792048,28.94436068,33.237393,13.99205037
8,1/8/2021 00:00,NaN,31.02898278,26.77084491,11.34358281,27.53656984
8,1/9/2021 00:00,36.51568792,30.56125095,27.44824619,24.79149694,19.39319113
8,1/10/2021 00:00,42.38444727,35.5667696,28.41907367,16.78054812,7.427017686
8,1/11/2021 00:00,48.0935468,39.69267948,28.89690687,32.02591844,0.209460669
8,1/12/2021 00:00,34.10001898,37.97763177,27.62440898,NaN,0.111986325
8,1/1/2022 00:00,44.3555263,37.70140938,27.59022055,27.600997,0.010839469
8,1/2/2022 00:00,43.44641323,37.29451229,27.36494816,32.39959606,0.010784726
8,1/3/2022 00:00,45.66307573,40.62208388,27.99756502,38.29134627,0.029030825
17,1/11/2018 00:00,42.27266681,33.61382201,28.19467254,39.28408941,0.38396668
17,1/12/2018 00:00,38.71285316,34.51981739,26.17027485,40.83922314,0.023461605
17,1/1/2019 00:00,29.69923992,35.7695811,25.13170885,23.1074828,0.011235194
17,1/2/2019 00:00,40.76127147,36.59135986,26.92623309,35.02375206,0.085274654
17,1/3/2019 00:00,46.24757823,39.36773863,27.27395629,45.98280839,0.101431383
17,1/4/2019 00:00,46.98965555,43.14107073,30.19815426,49.92109516,0.10279193
17,1/5/2019 00:00,50.33934072,42.32864696,28.95786936,47.85389197,0.010012523
17,1/6/2019 00:00,44.01713745,40.49107026,29.03179256,45.1965508,3.022112859
17,1/7/2019 00:00,51.1380748,33.25830041,28.37181724,41.78618617,10.17165575
17,1/8/2019 00:00,22.48929364,34.41010864,26.75476063,33.69103639,24.82108841
17,1/9/2019 00:00,37.87961791,29.60037399,27.05168285,17.14981047,19.6265328
17,1/10/2019 00:00,38.70739553,30.49856396,27.62299063,20.65951217,6.399117867
17,1/11/2019 00:00,43.34197708,35.62285664,28.86959341,44.04344631,0.355070069
17,1/12/2019 00:00,40.94369263,35.08647129,26.52222927,27.2506512,0.049692396
17,1/1/2020 00:00,43.8835665,32.10029987,25.946444,24.87040822,0.011751719
17,1/2/2020 00:00,47.39388808,38.40074935,29.30335686,39.34288065,0.032507559
17,1/3/2020 00:00,52.62976293,41.74260989,29.79122319,44.39935746,0.030062828
17,1/4/2020 00:00,50.13292635,43.79572074,31.32363224,48.85763197,0.046225997
17,1/5/2020 00:00,51.31990735,41.7746876,29.9210876,45.23084315,0.182550536
17,1/6/2020 00:00,NaN,33.65339898,30.2058904,-10.66830666,4.79219426
17,1/7/2020 00:00,NaN,27.3075011,27.23607989,25.83349145,18.26250493
17,1/8/2020 00:00,40.69906988,27.70846666,26.59074499,30.00237896,13.11179202
17,1/9/2020 00:00,35.56000301,28.38418318,26.46576824,NaN,32.95606322
17,1/10/2020 00:00,11.97467108,31.6082632,27.92614201,37.9531037,4.810707764
17,1/11/2020 00:00,37.5147236,35.25830155,27.303529,40.31392707,0.211262009
17,1/12/2020 00:00,44.07909623,34.84784055,26.53317071,37.56222552,0.009882963
17,1/1/2021 00:00,41.37409229,36.29079149,26.39359034,35.9651266,0.00750339
17,1/2/2021 00:00,40.10045942,37.63860323,27.38510582,30.08822717,0.023898864
17,1/3/2021 00:00,51.30551883,39.39007368,28.02569452,36.87891385,0.014237068
17,1/4/2021 00:00,47.77352039,44.05196036,29.33063795,43.35156862,0.006429023
17,1/5/2021 00:00,42.16010371,39.12715408,29.2072616,36.84686992,0.058544012
17,1/6/2021 00:00,46.20989125,37.98117526,30.03637125,39.55410254,5.251946071
17,1/7/2021 00:00,38.62932026,30.66591014,28.74807162,32.56263462,13.99205037
17,1/8/2021 00:00,20.81531027,29.56339534,26.6859496,NaN,27.53656984
17,1/9/2021 00:00,34.36369157,30.04529776,27.34381097,26.12299988,19.39319113
17,1/10/2021 00:00,41.55632113,31.70183796,28.203592,NaN,7.427017686
17,1/11/2021 00:00,35.12739657,35.34560497,28.72980889,34.00489502,0.209460669
17,1/12/2021 00:00,37.50371559,35.46962752,27.48373935,NaN,0.111986325
